hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
6828, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
6829, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
6830, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
6831, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
6832, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
6833, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
6834, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
6835, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
6836, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
6837, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6838, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6839, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
6840, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
6841, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
6842, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
6843, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
6844, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
6845, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
6846, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
6847, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
6848, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
6849, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
6850, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
6851, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
6852, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
6853, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
6854, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
6855, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
6856, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
6857, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
6858, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
6859, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
6860, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
6861, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6862, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6863, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
6864, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
6865, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
6866, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
6867, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
6868, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
6869, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
6870, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
6871, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
6872, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
6873, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
6874, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
6875, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
6876, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
6877, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
6878, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
6879, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
6880, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
6881, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
6882, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
6883, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
6884, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
6885, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6886, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6887, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
6888, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
6889, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
6890, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
6891, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
6892, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
6893, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
6894, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
6895, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
6896, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
6897, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
6898, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
6899, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
6900, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
6901, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
6902, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
6903, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
6904, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
6905, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
6906, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
6907, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
6908, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
6909, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6910, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6911, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
6912, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
6913, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
6914, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
6915, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
6916, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
6917, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
6918, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
6919, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
6920, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
6921, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
6922, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
6923, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
6924, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
6925, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
6926, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
6927, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
6928, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
6929, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
6930, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
6931, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
6932, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
6933, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6934, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6935, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
6936, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
6937, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
6938, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
6939, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
6940, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
6941, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
6942, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
6943, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
6944, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
6945, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
6946, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
6947, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
6948, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
6949, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
6950, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
6951, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
6952, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
6953, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
6954, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
6955, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
6956, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
6957, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6958, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6959, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
6960, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
6961, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
6962, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
6963, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
6964, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
6965, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
6966, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
6967, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
6968, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
6969, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
6970, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
6971, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
6972, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
6973, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
6974, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
6975, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
6976, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
6977, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
6978, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
6979, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
6980, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
6981, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6982, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
6983, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
6984, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
6985, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
6986, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
6987, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
6988, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
6989, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
6990, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
6991, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
6992, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
6993, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
6994, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
6995, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
6996, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
6997, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
6998, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
6999, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
7000, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
7001, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
7002, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
7003, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
7004, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
7005, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7006, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7007, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
7008, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
7009, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
7010, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
7011, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
7012, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
7013, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
7014, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
7015, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
7016, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
7017, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
7018, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
7019, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
7020, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
7021, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
7022, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
7023, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
7024, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
7025, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
7026, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
7027, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
7028, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
7029, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7030, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7031, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
7032, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
7033, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
7034, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
7035, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
7036, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
7037, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
7038, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
7039, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
7040, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
7041, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
7042, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
7043, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
7044, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
7045, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
7046, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
7047, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
7048, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
7049, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
7050, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
7051, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
7052, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
7053, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7054, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7055, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
7056, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
7057, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
7058, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
7059, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
7060, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
7061, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
7062, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
7063, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
7064, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
7065, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
7066, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
7067, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
7068, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
7069, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
7070, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
7071, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
7072, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
7073, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
7074, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
7075, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
7076, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
7077, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7078, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7079, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
7080, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
7081, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
7082, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
7083, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
7084, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
7085, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
7086, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
7087, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
7088, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
7089, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
7090, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
7091, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
7092, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
7093, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
7094, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
7095, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
7096, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
7097, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
7098, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
7099, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
7100, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
7101, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7102, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7103, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
7104, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
7105, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
7106, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
7107, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
7108, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
7109, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
7110, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
7111, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
7112, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
7113, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
7114, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
7115, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
7116, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
7117, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
7118, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
7119, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
7120, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
7121, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
7122, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
7123, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
7124, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
7125, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7126, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7127, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
7128, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
7129, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
7130, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
7131, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
7132, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
7133, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
7134, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
7135, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
7136, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
7137, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
7138, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
7139, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
7140, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
7141, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
7142, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
7143, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
7144, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
7145, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
7146, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
7147, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
7148, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
7149, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7150, 0.00000, 1231.76, 481.661, 820.734, 273.609, 1008.55, 326.863
7151, 0.00000, 1166.42, 439.219, 776.129, 243.142, 953.315, 293.009
7152, 0.00000, 1066.36, 374.869, 709.214, 197.784, 870.503, 242.701
7153, 0.00000, 955.542, 304.592, 635.746, 148.456, 779.692, 188.091
7154, 0.00000, 883.399, 259.414, 587.909, 116.599, 720.637, 152.873
7155, 0.00000, 859.675, 244.656, 572.174, 106.164, 701.226, 141.347
7156, 0.00000, 824.015, 222.563, 548.52, 90.5202, 672.053, 124.073
7157, 0.00000, 819.775, 219.943, 545.707, 88.6631, 668.585, 122.023
7158, 0.00000, 850.971, 239.253, 566.401, 102.342, 694.104, 137.124
7159, 0.00000, 927.473, 286.961, 617.136, 136.038, 756.71, 174.358
7160, 0.00000, 1054.74, 367.452, 701.499, 192.58, 860.958, 236.935
7161, 0.00000, 1171.92, 442.783, 779.846, 245.674, 957.917, 295.82
7162, 0.00000, 1237.13, 485.167, 824.452, 276.156, 1013.15, 329.697
7163, 0.00000, 1317.11, 537.595, 880.211, 314.517, 1082.22, 372.411
7164, 0.00000, 1381.19, 579.904, 925.75, 346.052, 1138.64, 407.607
7165, 0.00000, 1375.98, 576.454, 922.033, 343.471, 1134.03, 404.724
7166, 0.00000, 1369.47, 572.143, 917.386, 340.247, 1128.27, 401.123
7167, 0.00000, 1382.23, 580.594, 926.493, 346.568, 1139.56, 408.184
7168, 0.00000, 1394.17, 588.516, 935.043, 352.51, 1150.15, 414.824
7169, 0.00000, 1395.47, 589.377, 935.973, 353.156, 1151.3, 415.546
7170, 0.00000, 1340.76, 553.177, 896.94, 326.081, 1102.94, 385.308
7171, 0.00000, 1311.8, 534.097, 876.494, 311.951, 1077.61, 369.552
7172, 0.00000, 1281.22, 514.003, 855.121, 297.221, 1051.13, 353.142
